Date,Close/Last,Volume,Open,High,Low
07/02/2024,$48.20,4879344,$48.37,$48.4899,$47.81
07/01/2024,$48.33,4213080,$48.72,$49.16,$47.99
06/28/2024,$48.66,5293882,$48.25,$48.88,$48.02
06/27/2024,$48.20,4649701,$47.95,$48.53,$47.45
06/26/2024,$48.07,6387255,$47.90,$48.5864,$46.75
06/25/2024,$48.52,5750539,$49.16,$49.85,$48.50
06/24/2024,$49.18,5554472,$48.39,$49.825,$48.26
06/21/2024,$48.18,11116650,$48.71,$48.71,$47.77
06/20/2024,$48.90,5801678,$49.39,$49.9786,$48.695
06/18/2024,$49.58,5051314,$50.32,$50.67,$49.445
06/17/2024,$50.36,4999765,$49.68,$50.615,$49.40
06/14/2024,$49.69,10772430,$50.99,$51.11,$48.46
06/13/2024,$52.07,5466231,$52.86,$52.86,$51.06
06/12/2024,$52.93,7595194,$52.85,$54.13,$52.50
06/11/2024,$52.05,4620962,$52.66,$52.84,$51.85
06/10/2024,$53.03,3521224,$52.54,$53.48,$52.28
06/07/2024,$53.00,4695646,$52.72,$53.34,$52.6101
06/06/2024,$53.30,8653330,$53.31,$55.12,$53.03
06/05/2024,$52.91,8902868,$52.11,$53.68,$51.38
06/04/2024,$52.34,8538760,$52.64,$54.02,$51.73
06/03/2024,$52.72,8790568,$53.50,$54.60,$52.22
05/31/2024,$52.99,7740892,$51.82,$53.105,$51.65
05/30/2024,$51.34,5399423,$51.96,$52.115,$51.16
05/29/2024,$51.83,12342090,$49.475,$51.92,$48.27
05/28/2024,$50.64,4741630,$51.85,$51.9295,$50.43
05/24/2024,$51.73,3489525,$51.91,$52.30,$51.26
05/23/2024,$51.76,4764257,$52.63,$52.68,$51.40
05/22/2024,$52.42,4725029,$52.88,$53.40,$52.21
05/21/2024,$53.03,6767412,$54.44,$54.60,$52.95
05/20/2024,$54.62,5517540,$54.99,$55.27,$54.56
05/17/2024,$54.97,7157932,$55.15,$55.835,$54.84
05/16/2024,$54.78,6892435,$55.43,$56.175,$54.65
05/15/2024,$54.96,7519541,$55.38,$55.39,$54.825
05/14/2024,$55.09,7654989,$54.80,$55.2168,$54.80
05/13/2024,$54.40,7633969,$53.23,$54.68,$53.20
05/10/2024,$52.72,3534129,$52.98,$53.37,$52.46
05/09/2024,$52.63,3540683,$52.96,$53.17,$52.58
05/08/2024,$53.02,4853210,$53.12,$53.50,$52.63
05/07/2024,$52.69,6193528,$53.30,$53.35,$52.5699
05/06/2024,$53.97,8713619,$51.93,$54.06,$51.70
05/03/2024,$51.65,7315511,$52.00,$52.75,$51.225
05/02/2024,$51.68,7455861,$51.39,$51.815,$50.9189
05/01/2024,$50.67,9732295,$51.40,$51.51,$49.73
04/30/2024,$51.46,7313209,$52.42,$52.68,$51.41
04/29/2024,$52.97,5509088,$52.80,$53.13,$52.155
04/26/2024,$52.84,6905764,$53.07,$53.5098,$52.29
04/25/2024,$53.51,8895526,$52.28,$53.84,$51.32
04/24/2024,$52.67,10034250,$53.69,$53.95,$52.11
04/23/2024,$54.03,12733070,$53.10,$54.67,$52.81
04/22/2024,$53.94,16424900,$51.86,$54.15,$51.53
04/19/2024,$51.38,17004810,$51.19,$53.10,$50.90
04/18/2024,$51.42,38675980,$49.22,$51.88,$49.20
04/17/2024,$48.74,67541270,$44.45,$49.14,$44.11
04/16/2024,$41.50,18510940,$40.80,$41.715,$40.10
04/15/2024,$41.04,10452070,$42.15,$42.83,$40.84
04/12/2024,$41.80,11114640,$42.10,$42.13,$41.0802
04/11/2024,$43.04,8288415,$42.30,$43.11,$42.04
04/10/2024,$42.37,13796490,$44.26,$44.75,$41.755
04/09/2024,$43.44,6344793,$43.43,$43.73,$42.97
04/08/2024,$43.31,7893053,$42.72,$43.88,$42.60
04/05/2024,$43.19,7514026,$43.22,$43.50,$42.76
04/04/2024,$43.22,9353722,$44.98,$45.75,$43.18
04/03/2024,$44.62,8664467,$45.50,$46.24,$44.365
04/02/2024,$45.65,8149920,$46.55,$46.55,$45.29
04/01/2024,$47.35,8572523,$48.00,$48.73,$47.32
03/28/2024,$47.88,7587826,$47.18,$47.995,$47.11
03/27/2024,$47.24,10931170,$45.69,$47.48,$45.62
03/26/2024,$45.42,8598605,$45.03,$45.90,$44.85
03/25/2024,$44.89,13422380,$45.05,$45.11,$43.541
03/22/2024,$46.47,4994423,$46.51,$46.79,$46.1385
03/21/2024,$46.63,5582809,$46.11,$46.685,$45.93
03/20/2024,$45.98,8628300,$43.64,$45.99,$43.41
03/19/2024,$43.91,5175525,$43.63,$44.06,$43.325
03/18/2024,$43.55,5685381,$43.62,$43.71,$42.50
03/15/2024,$43.62,9156519,$42.795,$43.69,$42.78
03/14/2024,$42.85,7293490,$42.91,$43.00,$41.99
03/13/2024,$43.035,7885380,$41.91,$43.33,$41.86
03/12/2024,$42.17,12149760,$42.67,$42.80,$40.83
03/11/2024,$42.89,7371000,$42.83,$43.07,$42.53
03/08/2024,$43.30,7734113,$44.11,$44.51,$43.23
03/07/2024,$44.12,5597183,$44.09,$44.718,$44.02
03/06/2024,$44.07,5927695,$44.10,$44.825,$43.815
03/05/2024,$43.74,6078318,$43.73,$44.03,$43.4107
03/04/2024,$44.14,10628810,$44.59,$45.18,$43.63
03/01/2024,$44.84,7289437,$45.61,$45.73,$44.375
02/29/2024,$45.49,6997020,$45.00,$45.6699,$44.9319
02/28/2024,$44.76,6146208,$44.43,$45.13,$44.40
02/27/2024,$44.90,6902909,$45.39,$45.52,$44.55
02/26/2024,$44.97,6694530,$45.47,$46.25,$44.97
02/23/2024,$45.51,6576111,$45.11,$45.78,$44.9611
02/22/2024,$45.26,9335800,$44.45,$45.88,$44.39
02/21/2024,$44.05,9333271,$43.11,$44.106,$42.89
02/20/2024,$43.46,12298960,$41.68,$43.72,$41.68
02/16/2024,$41.99,6985446,$42.26,$42.54,$41.61
02/15/2024,$42.83,6694584,$43.33,$43.685,$42.57
02/14/2024,$42.83,7489308,$41.87,$43.01,$41.702
02/13/2024,$41.62,9501041,$41.87,$42.38,$41.14
02/12/2024,$43.02,7376567,$42.15,$43.29,$42.09
02/09/2024,$42.33,9216150,$42.86,$43.035,$41.595
02/08/2024,$41.62,7406130,$41.21,$41.66,$40.44
02/07/2024,$41.28,6535025,$41.23,$41.64,$40.8199
02/06/2024,$41.23,6553596,$39.86,$41.30,$39.71
02/05/2024,$40.01,8629109,$40.76,$40.83,$39.98
02/02/2024,$41.37,5737761,$41.32,$41.54,$40.90
02/01/2024,$41.50,7493166,$41.69,$42.08,$40.37
01/31/2024,$41.38,7855875,$41.40,$42.4585,$40.86
01/30/2024,$41.66,5264197,$41.76,$42.18,$41.57
01/29/2024,$42.09,7935230,$42.50,$42.87,$42.01
01/26/2024,$42.55,6921386,$43.00,$43.56,$42.32
01/25/2024,$42.96,14659330,$42.09,$43.10,$41.78
01/24/2024,$40.84,8524229,$41.06,$41.35,$40.48
01/23/2024,$40.49,30849060,$41.015,$42.32,$39.771
01/22/2024,$38.45,17254370,$39.26,$39.49,$38.2323
01/19/2024,$38.82,9734201,$39.72,$39.75,$38.56
01/18/2024,$39.77,11183790,$38.05,$39.83,$37.882
01/17/2024,$37.88,9483430,$38.46,$38.83,$37.68
01/16/2024,$38.93,13383450,$39.29,$39.38,$38.10
01/12/2024,$39.78,26572450,$42.57,$42.64,$39.76
01/11/2024,$44.51,6750274,$44.06,$44.54,$43.41
01/10/2024,$44.26,8337510,$43.68,$44.50,$43.43
01/09/2024,$43.54,9334293,$43.53,$44.16,$43.056
01/08/2024,$42.92,13003760,$41.48,$43.52,$41.44
01/05/2024,$41.76,7198673,$40.41,$42.01,$40.28
01/04/2024,$40.47,6913849,$39.71,$40.885,$39.60
01/03/2024,$39.53,9730262,$40.06,$40.56,$39.40
01/02/2024,$40.72,6331256,$41.13,$41.69,$40.56
12/29/2023,$41.26,5593172,$41.84,$41.8995,$41.18
12/28/2023,$41.97,3813693,$41.56,$42.03,$41.48
12/27/2023,$41.73,4863106,$42.12,$42.22,$41.525
12/26/2023,$42.08,5260449,$42.46,$42.55,$41.965
12/22/2023,$42.55,4964191,$42.58,$42.98,$42.26
12/21/2023,$42.58,7572997,$41.80,$42.625,$41.80
12/20/2023,$41.18,7778943,$42.00,$42.73,$41.125
12/19/2023,$42.42,7220747,$42.60,$42.94,$42.22
12/18/2023,$42.33,9030207,$43.19,$43.36,$42.15
12/15/2023,$43.58,8679614,$43.51,$43.87,$43.22
12/14/2023,$43.59,12180890,$42.22,$43.79,$42.14
12/13/2023,$41.58,8726313,$40.84,$41.715,$39.81
12/12/2023,$41.10,7963082,$40.67,$41.28,$40.4899
12/11/2023,$40.56,6018752,$40.90,$41.215,$40.44
12/08/2023,$40.97,8115561,$41.30,$41.58,$40.695
12/07/2023,$41.26,10392600,$41.40,$42.055,$41.15
12/06/2023,$40.93,9696100,$40.24,$41.84,$40.23
12/05/2023,$39.59,7790043,$40.11,$40.2551,$39.11
12/04/2023,$40.52,7435105,$40.16,$40.80,$39.66
12/01/2023,$40.24,10633760,$39.48,$40.365,$39.175
11/30/2023,$39.40,7059677,$39.59,$39.67,$38.68
11/29/2023,$39.25,5970644,$39.28,$40.22,$39.19
11/28/2023,$38.96,6732044,$39.30,$39.41,$38.32
11/27/2023,$39.21,5153436,$39.52,$39.60,$38.883
11/24/2023,$39.71,3151263,$40.07,$40.28,$39.51
11/22/2023,$39.80,8771916,$40.48,$41.375,$39.61
11/21/2023,$39.44,4950372,$39.69,$39.75,$39.18
11/20/2023,$40.02,4857939,$39.53,$40.14,$39.37
11/17/2023,$39.76,4948559,$39.70,$39.82,$39.33
11/16/2023,$39.28,5829609,$39.85,$40.32,$39.13
11/15/2023,$39.94,10065930,$39.71,$41.05,$39.62
11/14/2023,$39.38,6980135,$39.20,$39.5914,$38.8623
11/13/2023,$38.11,6552395,$37.78,$38.305,$37.50
11/10/2023,$37.99,6414812,$37.25,$38.15,$37.225
11/09/2023,$37.32,7876108,$38.76,$38.88,$37.06
11/08/2023,$38.04,9896360,$37.39,$38.50,$37.3436
11/07/2023,$37.03,6793261,$37.02,$37.125,$36.23
11/06/2023,$36.76,7315365,$37.88,$37.98,$36.25
11/03/2023,$37.51,13069780,$36.46,$37.84,$36.29
11/02/2023,$35.82,6849959,$35.56,$35.855,$35.24
11/01/2023,$34.81,8360965,$35.01,$35.36,$34.49
10/31/2023,$35.01,6842429,$34.58,$35.03,$34.24
10/30/2023,$34.80,8389983,$34.27,$35.07,$34.135
10/27/2023,$33.90,7817927,$35.06,$35.13,$33.68
10/26/2023,$34.92,8741616,$34.84,$35.54,$34.64
10/25/2023,$34.85,8362483,$35.00,$35.345,$34.81
10/24/2023,$35.14,7842388,$35.56,$35.64,$35.025
10/23/2023,$35.38,9656027,$35.00,$35.93,$34.685
10/20/2023,$35.09,11967020,$35.77,$35.9776,$35.07
10/19/2023,$36.03,14628590,$36.09,$37.1625,$35.9101
10/18/2023,$36.24,34214050,$38.08,$38.63,$36.14
10/17/2023,$40.12,11983170,$39.45,$40.44,$39.38
10/16/2023,$39.53,6678648,$39.12,$39.835,$38.75
10/13/2023,$38.72,8262214,$39.47,$39.833,$38.55
10/12/2023,$39.82,9377086,$41.67,$41.67,$39.52
10/11/2023,$41.00,6218556,$40.40,$41.14,$40.27
10/10/2023,$40.39,6497610,$40.40,$41.3536,$40.29
10/09/2023,$39.78,11089390,$40.73,$40.78,$39.04
10/06/2023,$41.82,6348743,$41.27,$42.48,$40.96
10/05/2023,$41.32,6480467,$41.88,$42.13,$41.125
10/04/2023,$41.41,7731085,$40.90,$41.71,$40.40
10/03/2023,$40.53,7045864,$41.48,$41.55,$40.35
10/02/2023,$41.62,6398867,$42.32,$42.60,$41.44
09/29/2023,$42.30,6662702,$42.57,$42.985,$41.845
09/28/2023,$42.31,6091895,$42.00,$43.075,$41.74
09/27/2023,$42.03,5258048,$42.80,$42.87,$41.62
09/26/2023,$42.65,5139203,$42.70,$43.38,$42.51
09/25/2023,$42.93,5129362,$42.75,$43.075,$42.1413
09/22/2023,$43.07,5096794,$43.39,$43.7143,$42.90
09/21/2023,$43.69,6045128,$44.01,$44.50,$43.57
09/20/2023,$44.36,4419035,$45.50,$45.75,$44.315
09/19/2023,$45.24,4192925,$44.45,$45.30,$44.39
09/18/2023,$44.63,5493166,$45.35,$45.42,$44.49
09/15/2023,$45.70,5875064,$45.31,$46.45,$45.19
09/14/2023,$45.42,7128889,$46.29,$46.3659,$45.31
09/13/2023,$45.79,9290927,$46.12,$46.77,$45.39
09/12/2023,$47.60,3416361,$47.91,$48.195,$47.33
09/11/2023,$47.69,4113497,$47.60,$47.96,$46.99
09/08/2023,$47.44,4866936,$47.60,$47.98,$47.05
09/07/2023,$47.68,5505317,$48.15,$48.25,$47.49
09/06/2023,$48.34,6623788,$47.90,$49.705,$47.90
09/05/2023,$48.47,12327600,$48.98,$49.33,$47.38
09/01/2023,$49.72,3266655,$50.13,$50.16,$49.12
08/31/2023,$49.81,4160018,$50.52,$50.54,$49.4801
08/30/2023,$50.10,3075006,$50.18,$50.577,$49.93
08/29/2023,$50.28,4165250,$49.305,$50.66,$49.08
08/28/2023,$49.19,4459400,$49.06,$49.84,$48.909
08/25/2023,$48.94,4235921,$49.47,$49.54,$48.515
08/24/2023,$49.40,4674219,$50.04,$50.40,$48.94
08/23/2023,$50.39,4779529,$49.29,$50.63,$48.66
08/22/2023,$49.43,2870708,$49.84,$50.1356,$49.00
08/21/2023,$49.63,3512155,$49.405,$49.73,$48.93
08/18/2023,$49.10,4903325,$48.79,$49.41,$48.55
08/17/2023,$49.53,5527124,$50.63,$50.7097,$49.50
08/16/2023,$50.72,4356847,$51.36,$52.065,$50.61
08/15/2023,$51.34,4262144,$51.80,$51.93,$51.22
08/14/2023,$52.31,3273083,$52.085,$52.54,$51.72
08/11/2023,$52.26,4063298,$52.59,$52.685,$51.82
08/10/2023,$52.95,4642479,$53.47,$53.78,$52.49
08/09/2023,$53.13,5550592,$54.77,$54.91,$52.94
08/08/2023,$54.86,6648852,$53.02,$54.91,$52.95
08/07/2023,$53.68,5672469,$52.98,$53.80,$52.43
08/04/2023,$52.37,4409746,$52.45,$52.59,$51.82
08/03/2023,$52.16,5986729,$52.05,$52.4807,$51.56
08/02/2023,$52.67,4779965,$52.50,$52.935,$52.21
08/01/2023,$53.26,6176941,$53.55,$53.62,$52.26
07/31/2023,$54.31,3808247,$54.24,$54.44,$53.98
07/28/2023,$54.17,6038282,$53.87,$54.69,$53.71
07/27/2023,$53.26,7709997,$53.94,$54.28,$52.82
07/26/2023,$54.57,5921429,$54.30,$54.89,$53.59
07/25/2023,$54.22,12126960,$55.13,$55.16,$53.32
07/24/2023,$56.06,8125173,$57.07,$57.27,$55.69
07/21/2023,$57.61,11419690,$57.24,$58.23,$56.40
07/20/2023,$56.57,22003320,$55.83,$57.56,$54.6501
07/19/2023,$54.80,8730621,$54.58,$55.12,$54.03
07/18/2023,$54.79,5582285,$53.17,$55.01,$53.12
07/17/2023,$53.33,4617079,$53.30,$54.18,$53.16
07/14/2023,$53.34,7548806,$55.39,$55.40,$52.96
07/13/2023,$55.23,8583704,$56.90,$57.45,$55.11
07/12/2023,$55.40,5881333,$56.20,$56.64,$55.00
07/11/2023,$56.18,4397763,$56.20,$56.36,$55.265
07/10/2023,$56.33,4779332,$55.34,$56.49,$55.16
07/07/2023,$55.39,5327284,$54.55,$55.74,$54.48
07/06/2023,$54.42,4938598,$54.87,$55.3099,$54.15
07/05/2023,$55.63,5553163,$54.57,$56.23,$54.25
07/03/2023,$55.06,3219316,$54.49,$55.30,$54.39
06/30/2023,$54.87,10051580,$54.39,$54.96,$53.90
06/29/2023,$53.72,11804310,$56.42,$56.76,$53.61
06/28/2023,$56.30,7064399,$56.22,$56.97,$55.805
06/27/2023,$56.03,10655050,$53.97,$56.44,$53.87
06/26/2023,$53.32,4962711,$52.70,$53.75,$52.50
06/23/2023,$52.65,4091868,$51.96,$52.74,$51.82
06/22/2023,$53.05,3266284,$52.62,$53.27,$52.48
06/21/2023,$52.85,4255062,$52.43,$53.135,$52.11
06/20/2023,$52.70,5198814,$52.80,$53.0591,$52.155
06/16/2023,$53.50,6810498,$53.50,$54.055,$52.985
06/15/2023,$53.58,5878608,$52.84,$53.68,$52.78
06/14/2023,$53.35,6522198,$53.26,$53.83,$52.72
06/13/2023,$53.19,8633861,$51.87,$53.37,$51.67
06/12/2023,$51.31,6492384,$50.91,$52.01,$50.70
06/09/2023,$50.42,5752326,$49.99,$50.90,$49.85
06/08/2023,$49.87,5544842,$49.27,$50.44,$49.26
06/07/2023,$49.39,5180507,$49.07,$49.74,$48.88
06/06/2023,$48.79,3971758,$47.99,$49.121,$47.81
06/05/2023,$48.26,3701066,$48.45,$48.555,$47.635
06/02/2023,$48.50,7858978,$48.03,$48.94,$47.73
06/01/2023,$47.41,4985455,$47.35,$48.29,$47.05
05/31/2023,$47.465,7529977,$48.75,$48.9027,$46.97
05/30/2023,$48.01,5267000,$47.75,$48.64,$47.50
05/26/2023,$47.26,4408370,$47.51,$48.18,$46.93
05/25/2023,$47.48,6113285,$47.21,$47.85,$46.67
05/24/2023,$46.66,7675760,$47.40,$47.43,$45.97
05/23/2023,$47.87,6531977,$47.40,$49.05,$47.20
05/22/2023,$47.41,6024714,$47.74,$48.105,$46.62
05/19/2023,$47.54,5243374,$48.07,$48.21,$46.9001
05/18/2023,$48.13,5947932,$47.73,$48.25,$47.46
05/17/2023,$47.75,13632670,$45.93,$48.375,$45.93
05/16/2023,$45.35,5620030,$44.97,$46.17,$44.57
05/15/2023,$45.20,4431381,$45.21,$45.49,$44.76
05/12/2023,$45.08,4202696,$45.415,$45.63,$44.425
05/11/2023,$45.08,4350942,$45.14,$45.34,$44.60
05/10/2023,$45.52,7466936,$46.95,$47.0445,$44.24
05/09/2023,$46.36,4906887,$45.72,$46.54,$45.2201
05/08/2023,$45.86,6963093,$45.31,$46.24,$45.23
05/05/2023,$44.81,7768186,$43.50,$45.04,$43.21
05/04/2023,$42.92,8970921,$44.35,$44.65,$42.595
05/03/2023,$44.48,6485274,$44.68,$45.27,$43.99
05/02/2023,$44.53,6887911,$44.01,$44.60,$43.07
05/01/2023,$44.41,6253793,$43.66,$44.8399,$43.28
04/28/2023,$43.80,5894015,$42.66,$43.90,$42.40
04/27/2023,$42.83,7015402,$42.61,$43.00,$41.24
04/26/2023,$42.095,5614046,$42.75,$42.9515,$41.7462
04/25/2023,$42.49,6114008,$43.60,$43.6627,$42.41
04/24/2023,$43.93,5935436,$44.62,$44.88,$43.265
04/21/2023,$44.45,5317384,$45.065,$45.065,$44.05
04/20/2023,$44.89,10794700,$45.85,$46.27,$44.515
04/19/2023,$46.27,24080500,$43.605,$46.30,$43.38
04/18/2023,$43.04,10692570,$42.75,$43.27,$42.155
04/17/2023,$42.38,5691526,$41.83,$42.45,$41.58
04/14/2023,$41.67,5998667,$42.18,$42.39,$41.335
04/13/2023,$41.97,12302730,$42.25,$42.25,$41.05
04/12/2023,$41.44,15750790,$43.98,$43.99,$41.0499
04/11/2023,$44.32,7853686,$43.36,$44.44,$42.965
04/10/2023,$43.13,6000330,$42.60,$43.21,$42.285
04/06/2023,$42.66,6306662,$42.29,$42.83,$41.85
04/05/2023,$42.03,8509455,$42.32,$42.60,$41.225
04/04/2023,$42.54,5850281,$43.84,$43.9014,$42.18
04/03/2023,$43.35,7304230,$43.68,$43.76,$42.71
03/31/2023,$44.25,5140438,$44.12,$44.32,$43.725
03/30/2023,$43.71,7338034,$44.01,$45.0584,$43.59
03/29/2023,$43.47,6985509,$42.97,$43.65,$42.67
03/28/2023,$42.41,5068531,$41.76,$42.565,$41.58
03/27/2023,$41.94,6793498,$41.95,$42.29,$41.15
03/24/2023,$41.36,7722645,$41.06,$41.50,$40.43
03/23/2023,$41.66,9530530,$43.07,$43.50,$41.19
03/22/2023,$42.82,6897739,$44.14,$44.32,$42.78
03/21/2023,$44.26,6373630,$44.02,$44.96,$44.02
03/20/2023,$43.09,6787134,$43.25,$43.68,$42.80
03/17/2023,$43.04,9367270,$43.37,$43.87,$42.4026
03/16/2023,$43.59,10612870,$42.65,$43.795,$42.17
03/15/2023,$43.14,16641090,$44.66,$45.0545,$42.34
03/14/2023,$46.21,21019450,$47.46,$47.76,$45.36
03/13/2023,$48.83,11968240,$49.51,$49.80,$48.15
03/10/2023,$50.97,10974960,$53.30,$53.5183,$50.20
03/09/2023,$52.12,6478206,$53.76,$54.60,$51.85
03/08/2023,$54.26,4875698,$54.23,$54.47,$53.565
03/07/2023,$54.01,9884502,$53.18,$55.0401,$52.87
03/06/2023,$52.44,4501585,$53.23,$53.5614,$52.29
03/03/2023,$53.06,6189345,$53.20,$53.86,$52.67
03/02/2023,$52.56,3261566,$51.90,$52.6084,$51.4799
03/01/2023,$52.39,4876098,$51.67,$52.54,$51.52
02/28/2023,$51.96,6279671,$50.60,$52.33,$50.58
02/27/2023,$50.70,4914323,$50.67,$51.52,$50.54
02/24/2023,$50.21,5339952,$49.50,$50.25,$49.07
02/23/2023,$50.58,8536058,$49.48,$51.4499,$49.35
02/22/2023,$48.78,4622138,$48.07,$48.93,$47.7708
02/21/2023,$48.20,5385583,$49.09,$49.39,$47.81
02/17/2023,$49.63,4860517,$48.98,$49.795,$48.3531
02/16/2023,$48.99,5472324,$49.51,$49.72,$48.78
02/15/2023,$49.91,3677739,$49.33,$50.1657,$49.15
02/14/2023,$50.06,6199563,$49.045,$50.2969,$48.85
02/13/2023,$49.19,4356355,$48.87,$49.40,$48.625
02/10/2023,$48.86,6144055,$49.12,$49.35,$48.4001
02/09/2023,$49.82,5215675,$50.98,$51.29,$49.61
02/08/2023,$50.77,7367423,$50.98,$51.30,$49.38
02/07/2023,$50.75,4854370,$50.87,$51.0928,$49.54
02/06/2023,$50.92,4996937,$50.36,$51.13,$50.17
02/03/2023,$51.12,6959180,$51.85,$52.125,$50.96
02/02/2023,$52.31,11135530,$50.47,$52.34,$50.34
02/01/2023,$50.22,7826555,$48.84,$50.26,$48.2768
01/31/2023,$48.96,5352269,$48.395,$49.24,$47.98
01/30/2023,$48.21,6112422,$48.30,$49.435,$48.09
01/27/2023,$48.73,6500141,$49.34,$49.60,$48.63
01/26/2023,$49.45,7688854,$50.40,$50.69,$48.80
01/25/2023,$50.28,8657991,$49.09,$50.86,$49.04
01/24/2023,$49.30,5412203,$49.02,$50.285,$48.87
01/23/2023,$49.28,7375128,$49.47,$49.8652,$48.80
01/20/2023,$49.46,9431792,$48.67,$49.68,$48.42
01/19/2023,$48.37,15601990,$48.29,$48.58,$46.88
01/18/2023,$48.86,31617550,$53.10,$53.26,$48.52
01/17/2023,$51.20,20025390,$51.10,$51.59,$49.94
01/13/2023,$51.65,15893620,$49.69,$51.71,$49.66
01/12/2023,$51.30,21249670,$48.61,$51.32,$48.56
01/11/2023,$47.71,16692540,$45.49,$47.775,$45.41
01/10/2023,$45.75,10584260,$43.04,$45.76,$43.04
01/09/2023,$43.35,10072190,$42.57,$44.185,$42.26
01/06/2023,$42.24,7728171,$41.41,$42.28,$41.051
01/05/2023,$41.24,8292701,$39.60,$41.27,$39.4304
01/04/2023,$39.72,8743685,$37.62,$39.845,$37.56
01/03/2023,$37.21,8149601,$38.22,$38.25,$36.815
12/30/2022,$37.70,6295835,$37.59,$38.06,$37.455
12/29/2022,$37.92,5890562,$37.38,$38.2388,$37.32
12/28/2022,$37.29,6402606,$38.34,$38.545,$37.22
12/27/2022,$38.20,6653995,$38.20,$38.99,$37.72
12/23/2022,$38.39,4262487,$38.36,$38.48,$37.765
12/22/2022,$38.28,7246362,$38.78,$38.98,$37.17
12/21/2022,$39.00,6047284,$38.59,$39.44,$38.59
12/20/2022,$38.55,5512570,$37.96,$38.62,$37.85
12/19/2022,$37.98,5432494,$38.67,$38.86,$37.89
12/16/2022,$38.43,11429880,$38.52,$39.12,$37.84
12/15/2022,$38.55,10407240,$39.65,$40.07,$38.15
12/14/2022,$40.10,13887310,$41.67,$41.99,$39.635
12/13/2022,$41.17,18385110,$45.50,$45.57,$40.92
12/12/2022,$44.24,5297134,$43.00,$44.34,$42.76
12/09/2022,$43.04,5791845,$42.30,$43.11,$42.205
12/08/2022,$42.80,8779358,$44.38,$44.88,$42.295
12/07/2022,$44.06,8126450,$45.69,$45.69,$43.9042
12/06/2022,$45.92,7601836,$45.21,$45.97,$44.92
12/05/2022,$45.03,11174120,$44.48,$45.86,$44.29
12/02/2022,$43.89,4528976,$43.30,$44.27,$43.11
12/01/2022,$43.89,3906137,$44.30,$44.6241,$43.6323
11/30/2022,$44.17,4549013,$43.66,$44.175,$43.085
11/29/2022,$43.69,4434114,$42.98,$43.8399,$42.965
11/28/2022,$43.02,6025272,$43.925,$43.96,$42.99
11/25/2022,$44.42,2398421,$43.60,$44.5908,$43.54
